                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    144,                 1.0331,                0.82881,                 1.4671,                0.77987,                 0.6215,                0.69869,                0.28139,                 2.2654,                 1.4308,                 2.9895,              0.0010628,              0.0010628,              0.0010628
                    145,                 1.0134,                0.81411,                 1.4421,                  0.746,                0.59014,                0.68642,                   0.29,                 2.1766,                 1.4781,                 2.8158,              0.0010562,              0.0010562,              0.0010562
                    146,                  1.033,                0.82985,                 1.4633,                0.73911,                0.62221,                0.68609,                 0.2756,                 2.2084,                 1.5408,                 2.9213,              0.0010496,              0.0010496,              0.0010496
                    147,                 1.0357,                  0.833,                 1.4609,                0.76779,                0.59813,                0.67162,                0.28322,                 2.2208,                 1.4558,                  2.905,               0.001043,               0.001043,               0.001043
                    148,                 1.0085,                0.82224,                 1.4412,                0.66753,                0.65421,                0.67377,                0.27054,                 2.2402,                  1.483,                 2.9637,              0.0010364,              0.0010364,              0.0010364
                    149,                 1.0191,                0.82404,                 1.4478,                0.76476,                0.60767,                0.69052,                0.27972,                 2.2805,                 1.4802,                 2.9667,              0.0010298,              0.0010298,              0.0010298
                    150,                  1.001,                0.80977,                 1.4304,                 0.7233,                0.61075,                0.67053,                0.27488,                 2.2404,                  1.511,                 2.9967,              0.0010232,              0.0010232,              0.0010232
                    151,                 1.0023,                0.81204,                  1.444,                0.77642,                0.61682,                0.69646,                0.28742,                 2.2162,                 1.5133,                 2.9435,              0.0010166,              0.0010166,              0.0010166
                    152,                0.99505,                0.79538,                 1.4318,                0.73005,                0.59813,                0.65717,                0.27997,                 2.2753,                 1.4678,                 3.0429,                0.00101,                0.00101,                0.00101
                    153,                0.99143,                0.79119,                  1.432,                0.82013,                0.53271,                0.67314,                0.27876,                 2.2624,                 1.4879,                  3.021,              0.0010034,              0.0010034,              0.0010034
                    154,                0.97049,                0.79034,                 1.4137,                0.77279,                0.58411,                0.66986,                0.28422,                 2.2294,                 1.5045,                 2.9441,              0.0009968,              0.0009968,              0.0009968
                    155,                 1.0037,                0.82133,                  1.445,                0.74332,                0.58411,                0.65465,                0.29049,                 2.1618,                 1.4472,                 2.9175,              0.0009902,              0.0009902,              0.0009902
                    156,                0.96851,                0.78104,                 1.4021,                0.72225,                0.58327,                0.65757,                0.28045,                  2.227,                 1.4433,                 2.9508,              0.0009836,              0.0009836,              0.0009836
                    157,                 1.0006,                0.80027,                 1.4286,                0.68935,                0.58069,                0.65029,                0.26616,                 2.2532,                 1.5659,                 3.0652,               0.000977,               0.000977,               0.000977
                    158,                0.99009,                0.76795,                 1.4154,                0.82954,                0.54577,                0.67331,                0.27407,                 2.2364,                 1.4034,                 2.9619,              0.0009704,              0.0009704,              0.0009704
                    159,                0.96605,                0.76642,                 1.4018,                0.80971,                0.57944,                0.68889,                0.27227,                 2.2356,                 1.4569,                 2.9809,              0.0009638,              0.0009638,              0.0009638
                    160,                0.96797,                0.77643,                 1.4038,                 0.7253,                0.61682,                0.67346,                0.27448,                 2.2555,                 1.4459,                 3.0753,              0.0009572,              0.0009572,              0.0009572
                    161,                0.98568,                0.77665,                 1.4141,                0.71973,                    0.6,                0.65487,                0.26771,                 2.2468,                 1.6163,                 3.0374,              0.0009506,              0.0009506,              0.0009506
                    162,                0.95423,                0.75832,                  1.393,                0.77294,                 0.6028,                0.68652,                0.26374,                 2.2919,                 1.5628,                 3.0844,               0.000944,               0.000944,               0.000944
                    163,                0.94061,                0.75347,                 1.3782,                0.75646,                0.62413,                 0.6944,                0.28235,                 2.3006,                 1.5099,                 3.1365,              0.0009374,              0.0009374,              0.0009374
                    164,                0.94574,                0.75604,                 1.3794,                0.81814,                0.57009,                0.69029,                0.28568,                 2.2664,                 1.4455,                 3.0492,              0.0009308,              0.0009308,              0.0009308
                    165,                0.95886,                0.76865,                 1.3955,                0.78622,                0.59346,                0.69474,                0.28726,                 2.2382,                 1.4653,                 3.0124,              0.0009242,              0.0009242,              0.0009242
                    166,                0.95103,                0.76491,                 1.3949,                0.82841,                0.59813,                0.70418,                0.28073,                 2.2496,                 1.4896,                 3.0589,              0.0009176,              0.0009176,              0.0009176
                    167,                0.93347,                0.74104,                 1.3716,                0.79286,                0.61682,                0.69785,                0.27579,                 2.2486,                 1.4779,                 3.0427,               0.000911,               0.000911,               0.000911
